Chapter,Verse,Text
11,44,"Therefore, I bow down and I prostrate this body. I seek grace from you, a lord to be revered above all others. Like a father to a son, like a friend to a friend, like a lover to a loved one--please, God, bear with me!"
11,45,"I have seen what no one else has seen before, and I am exhilarated, but my mind is shaken with fear. Krsna, please show me once again that body that I know so well. Lord of the gods, the world's refuge, be gracious!"
11,46,"I wish to see you again as you used to be, wearing your crown, bearing your mace and your discus. O Krsna of the thousand arms, true body of all this world, return to that four-armed body that I know so well! "
11,47,"The Blessed One spoke: As a kindness to you, Arjuna, and as an expression of my yogic power, I have revealed my supreme form to you. It is radiant, universal, endless, and primordial, and with the exception of you alone, no one has seen it before"
11,48,"I can be seen in this form in the world of men only by you, Arjuna, hero of the Kurus! The Vedas will not help, nor will sacrifices, nor will much studying or gift-giving. The performance of ritual will not help, nor will terrible austerities!"
11,49,Do not waver. Do not be confused. Now you have seen this my terrifying form--for such it is! But let go of this fear. Put your mind at ease. Look again at this body of mine that you know so well.
11,50,"Krsna spoke these words to Arjuna and revealed himself again in his familiar form. And by returning to this gentle form again, the great soul gave that frightened man a moment to regain his breath."
11,51,"Arjuna spoke: Krsna, once again I can see this human, gentle form of yours. Now I am settled down, in control of my thoughts again. I am back to my normal state."
11,52,"The Blessed One spoke: The gods themselves constantly yearn for a view of this body of mine that you have now seen. Indeed, it is a body that is difficult to look upon."
11,53,"I will not be seen in this form as you have now seen me, neither through the study of the Vedas, nor through the practice of austerities. Nor is gift-giving of any use. Nor is sacrifice."
11,54,"It is only through devotion, bhakti, that I can be known in this way. Only through devotion to me alone can I be known and seen as I really am and entered into."
11,55,"Whoever performs his actions for my sake, whoever makes me his highest goal, whoever devotes himself to me, without attachment and without hostility toward anyone--Arjuna, such a man comes to me."
12,1,"Arjuna spoke: There are some who are constantly disciplined, devotees who worship you. There are others who devote themselves to the imperishable, the unmanifest. Who among them have the best knowledge of yoga?"
12,2,"The Blessed One spoke: I consider them to be the best disciplined who focus their minds on me, who, constant in their discipline, worship me with the greatest faith"
12,3,"But those who worship the imperishable, the unmanifest, which is beyond words, which is found everywhere and is inconceivable, sublime on the mountaintop, unmoving and firm,"
12,4,"who have gained complete control over the senses and equanimity toward all beings, rejoicing in the welfare of all beings, they also attain to me."
12,5,"There is greater distress for those who have set their thoughts on the unmanifest, because it is difficult for those who are embodied to reach a goal that is itself unmanifest."
12,6,"But those who surrender all of their actions to me and who are focused on me alone, who meditate on me with yoga, and worship me,"
12,7,"I will lift them up out of the ocean of the cycle of death and rebirth, Arjuna, once they have set their thoughts on me."
12,8,"Keep your mind fixed on me. Make your intelligence enter into me. Thus you will come to dwell in me, without question."
12,9,"But if you cannot concentrate your thoughts firmly on me, then, Arjuna, try to reach me through the diligent practice of yoga."
12,10,"And if you are incapable of this sort of practice, then make it your goal to perform action for my sake. If you perform your ritual and social actions for my sake, you will find success!"
12,11,"And if you are unable to do even that, then simply resort to me in yoga. Renounce the fruit of all of your actions. Restrain yourself, and act!"
12,12,"For in fact wisdom is better than practice, and meditation is better than wisdom. Abandoning the fruit of action is better than meditation, for from this abandonment peace follows immediately."
12,13,"Let there be no hatred in you. Offer friendship and compassion to all living things. Give up thoughts of ""I"" and ""mine."" Accept both pleasure and sorrow alike, and endure all things with patience."
12,14,"The yogin who is always content and self-restrained and firm in his resolve, and who directs his mind and his awareness upon me--he is my devotee, and he is dear to me."
12,15,"The world does not tremble in fear before him, nor does he tremble in fear before the world. He has freed himself from the disturbances of joy or impatience or fear, and so he is dear to me."
12,16,"He is indifferent to circumstance. He is pure and capable. He is a detached witness, untroubled by events. He does not initiate new engagements--he is my devotee, and he is dear to me."
12,17,"He does not delight in things, nor does he loathe them. He knows neither anguish nor longing. Indifferent to good fortune and to bad fortune alike, he is a man of devotion, and he is dear to me"
12,18,"In the presence of an enemy or a friend, he is impartial to both, just as he is in the presence of honor or dishonor, or heat or cold, or pleasure or sorrow. He is impartial and unattached."
12,19,"A silent sage for whom blame and praise are the same, content with whatever happens, homeless but firm in his mind, he is a man of devotion, and he is dear to me."
12,20,"In fact, all who worship this divine nectar of dharma that I have now declared to you, all who have placed their faith in this teaching, all such devotees for whom I am the supreme goal are dear to me--even more!"
13,1,"The Blessed One spoke: Arjuna, this body of yours is known as the field, and one who knows it as such is called the knower of the field. This is what those who have studied this doctrine say."
13,2,"And know also, Arjuna, that in all fields I alone am the knower of the field. Knowledge of both of these--the field and the knower of the field--is what I consider true knowledge."
13,3,"Hear from me briefly what this field is, and what its features and variations are, and where it comes from, and who the knower of the field is, and what his powers are."
13,4,"It has been sung in many ways by the ancient seers and in various meters and on many occasions, and in the words of the verses, the sūtras, on Brahman. It has been extensively argued and it has now become settled doctrine"
13,5,"There are the gross elements, the ego-sense, consciousness, unmanifest nature, the eleven senses, and the five sense realms."
13,6,"There are desire and loathing, pleasure and pain, the physical body, awareness, steadfastness: this is a brief description of the field and its manifestations."
13,7,"Knowledge is said to consist in the absence of pride and deceit, of nonviolence and patience and upright honesty, of service to one's teacher, purity, stability, and self-control,"
13,8,"dispassion with regard to sense objects, and the absence of an ego-sense. There should also be an accurate perception of the misfortunes that inevitably come with birth and death, and old age and disease and sorrow,"
13,9,"the absence of attachment or affection toward a son or a wife or a home, and all the rest; the constant practice of equanimity, whether events are wished for or not wished for,"
13,10,"and there should be undeviating devotion, along with yoga focused on me alone, a preference for solitary places, and a distaste for large crowds."
13,11,"Finally, there should be constant attention to knowledge of the self, and a perception of the purpose of the knowledge of reality--all of this is called true knowledge. What differs from this is just ignorance."
13,12,"I will now teach you what you should know. Once one knows this, one attains immortality. It is Brahman, supreme and without beginning. It is said to be neither being nor nonbeing."
13,13,"Its hands and feet are everywhere, its eyes and heads and faces everywhere. Its ears are everywhere. It stands still, covering everything in the world."
13,14,"It appears to have all of the sense qualities, and yet it does not have sense organs. It is detached, and yet it supports all things. It has no qualities, and yet it enjoys them all"
13,15,It is at once outside and inside all creatures. It moves and it does not move. It cannot be explained because it is too subtle. It is both far away and very near.
13,16,"It is undivided and indivisible, and yet it appears to be divided among all beings. It is understood to be the support of all beings, and yet it devours them and brings them forth again."
13,17,"It is the light of lights, and it is said to be beyond darkness. It is knowledge, and the object of knowledge, and the goal of knowledge. It is set firmly in the heart of all things."
13,18,"Thus I have explained briefly the field, and knowledge of the field, and the goal of that knowledge. My devotee understands this and enters into my essence."
13,19,"Material nature and the spirit of man are both without beginning--know this doctrine! And know also that their modifications and qualities, the gunas, arise within the natural world."
13,20,"Nature is said to be the cause of action insofar as actions have effects and instruments and agents. But insofar as there is experience of pleasure and pain, the cause of action is said to be the spirit in man."
13,21,For the human spirit dwells within nature and experiences the qualities that arise from nature. Its attachment to these qualities is the cause of birth in either good wombs or bad ones.
13,22,"The great lord, also said to be the supreme soul, is also known as the human spirit when it dwells in the body: he is the one who experiences the world, and supports it, and observes it, and consents to it."
13,23,"Whoever knows well the human spirit and nature, with its qualities--no matter what his present condition is--he is not reborn again."
13,24,"By meditating on the self, some men see the self, by means of the self. Others do so by means of the practice, the yoga, of Sankhya reasoning, and still others by means of the yoga of action."
13,25,"But others, not knowing these doctrines, nevertheless hear them from others and revere them. They take the traditional revelation of the Vedas as their guide, and so they too cross beyond death."
13,26,"Any being that is born, whether inanimate or animate, is born from the union of the field and the knower of the field. Arjuna, you should know this doctrine!"
13,27,"Whoever is able to see in all beings the supreme lord standing there, among those who are dying while he himself does not die--he sees things as they are!"
13,28,"For when he sees the lord dwelling everywhere, and everywhere the same, he himself does not harm the self in others. Thus he goes to the highest goal."
13,29,"Whoever sees that all actions are performed everywhere by nature alone, and that the self is not the agent--he sees things as they are!"
13,30,"When he recognizes the oneness that dwells within the diversity of all beings, and that from this all beings disperse--then he unites with Brahman."
13,31,"Because it has no beginning, because it has no real properties, this supreme self is eternal and unchanging. Arjuna, though it dwells in the body, it does not act, nor is it defiled by action."
13,32,"Just as all-pervading space--so subtle!--is not defiled by the things that dwell in it, so the self that pervades the body is not defiled by it."
13,33,"Arjuna, just as only one sun illuminates this entire world, so the lord of the field alone illuminates this entire field."
13,34,"Those who know the difference between the field and the knower of the field, and who know, with the eye of knowledge, this doctrine concerning the liberation of all beings from nature--they go to the highest!"
14,1,"The Blessed One spoke: I will now declare still more concerning this highest knowledge, the supreme among all doctrines. Knowing it, all of the holy men have gone from this world to highest perfection."
14,2,"When they rely on this knowledge and have come to have the same virtues and duties that I have, when a world cycle arises they are not reborn, and they are not disturbed when one collapses"
14,3,"The great Brahman is my womb. I plant my seed in it. The origin of all beings originates from this, Arjuna!"
14,4,"For the forms that originate within all of the wombs of the world, Arjuna, the great Brahman is their womb, and I am the Father who gives the seed."
14,5,"Clarity, passion, dark inertia. These are the qualities that originate from nature. Arjuna, they bind the unchanging embodied self within a body."
14,6,"Among these, clarity because it is untainted radiates light and good health. It binds one through attachment to pleasure, and through attachment to knowledge."
14,7,"Passion is essentially desire. Know that it arises from attachment to craving. Arjuna, it binds the embodied soul through attachment to action."
14,8,"And know that dark inertia is born of ignorance. It deludes all embodied souls. It binds the soul through carelessness, laziness, and sleep"
14,9,"Clarity induces attachment to pleasure, and passion to action, Arjuna. But dark inertia obscures knowledge and induces attachment to carelessness."
14,10,"Clarity increases by overcoming passion and dark inertia. Passion increases by overcoming clarity and dark inertia, and dark inertia increases by overcoming clarity and passion."
14,11,"When the light that is knowledge appears in all of the gateways of the body, then one will know that clarity has increased."
14,12,"Greed, strenuous effort, endless involvement in action, restlessness, longing--Arjuna, these arise when passion increases."
14,13,"And, Arjuna, when dark inertia increases, then these things arise--obscurity, lack of effort, carelessness, and finally delusion."
14,14,"If an embodied soul dies at a moment when clarity prevails, then he attains to the untainted worlds of those who know this highest truth."
14,15,"But if one dies while in a state of passion, one is reborn among those who are attached to action. And if one dies while in a state of dark inertia, one is reborn in wombs of the deluded."
14,16,"It is said that the fruit of an action that is done well consists of clarity and purity, and that the fruit of passion is suffering, and that the fruit of dark inertia is ignorance."
14,17,"Wisdom is born from clarity, just as greed is born from passion, and carelessness and delusion are born from dark inertia."
14,18,"Those who stand firm in clarity rise upward. Those who are passionate stand in the middle of things. Those who incline to dark inertia go downward, dwelling in the lowest conditions of nature."
14,19,"When one becomes clear in one's vision and recognizes that there is no agent other than the conditions of nature, the gu as, and when one knows what is higher than any of these conditions, then one enters into my state."
14,20,"When the embodied soul transcends these three conditions of nature that are the origins of the body, then he is freed from the sorrows that accompany birth and death and old age, and he attains immortality."
14,21,"Arjuna spoke: Lord, what are the signs that identify the man who has transcended these three conditions? How does he go about in the world? And how does he get beyond these three conditions?"
14,22,"The Blessed One spoke: Arjuna, as for illumination and activity and even delusion--he does not experience aversion when they arise, nor does he experience longing when they disappear."
14,23,"Sitting apart like a witness, he is not disturbed by the conditions of nature. He merely thinks to himself, ""These conditions, these gunas, unfold."" He stands firm. He is untroubled."
14,24,"He stays within himself, indifferent to sorrow and pleasure. A clod of earth, a rock, a piece of gold--they are all the same to him! He is wise for whom a friend and a stranger are both alike, for whom blame and praise of himself are alike!"
14,25,"Indifferent to both honor and disgrace, impartial to allies and enemies alike, renouncing all intrigues, such a man is said to have transcended the conditions of nature."
14,26,"The man who worships me with the undeviating yoga of devotion, and who has transcended these conditions of nature, is ready to become Brahman."
14,27,"For I am the foundation of Brahman, of the immortal and the imperishable, and of the eternal law, dharma, and of absolute bliss!"
15,1,"The Blessed One spoke: There is an eternal fig tree, with its roots above and its branches below, and they say that the Vedic hymns are its leaves. Whoever knows this tree indeed knows the Vedas"
15,2,"First downward and then upward spread its branches. They are nourished by the conditions of nature. Its sprouts are the sense objects, and below are its roots, which extend down into the world of men, all bound up with their actions."
15,3,Its form cannot be perceived here as it really is--neither its end nor its beginning nor its foundation. This tree with its fully grown roots--one should cut it down with the strong ax of detachment! 
15,4,"And then one should seek out that place where those have gone who do not return again, saying, ""I resort to that primordial person from whom the ancient process of creation has flowed forth."""
15,5,"To that eternal place go the undeluded, those who have neither pride nor confusion, who have overcome the harmful effects of attachment. They dwell constantly on what relates to the self. They extinguish desire. They free themselves from the dualities that are experienced as pleasure and pain."
15,6,"Neither the sun nor the moon, nor fire, illuminates that place that they go to who do not return again. That place is my highest dwelling."
15,7,"In the world of the living, one small portion of me becomes a living being. It remains eternal. It draws to itself the things of nature--the five sense organs and the mind"
15,8,"When the lord takes on a body, or when he leaves one behind, he takes these things away with him when he goes, just as the wind carries fragrances away from their source."
15,9,"Hearing and sight and touch and taste and smell--the lord governs these things and the mind as well. Indeed, he savors sense objects."
15,10,"But the deluded do not recognize him as he leaves a body, or as he dwells in one, or as he experiences the body, engaged as it is in the conditions of nature. But those who have the eye of knowledge see him there!"
15,11,"Yogins who exert themselves see that he is present within themselves. But no matter how much they exert themselves, the thoughtless do not see him, because they have not yet perfected themselves."
15,12,"The radiance that belongs to the sun which illuminates the entire world, and that radiance that is in the moon and in fire--know that all this radiance is mine!"
15,13,"I penetrate the earth, and I sustain all beings with my power. And I nourish all the plants of the world. And I have become Soma, whose essence is nectar!"
15,14,"I am the fire that dwells in all men, and I dwell in the body of all that have breath. Joined together with the exhalations and the inhalations of the breath, I cook and digest the four kinds of food."
15,15,"I have also entered into the heart of all beings. From me come memory and knowledge and the give-and-take of debate. I am the very thing in the Vedas that is worth knowing. I am the author of the Vedanta, and I am the knower of the Vedas."
15,16,There are two divine persons in the world. One is perishable and the other is imperishable. The perishable consists of all beings whatsoever. The imperishable is called what dwells on the mountaintop.
15,17,"But there is another beside these two, the highest spirit, called the supreme self. He is the eternal lord who enters and supports the three worlds."
15,18,"Since I transcend the perishable, and since I am higher than the imperishable, so in the world and in the Veda I am celebrated as the highest spirit."
15,19,"Whoever without delusion thus knows me as the highest spirit knows everything! Arjuna, he worships me with his entire being."
15,20,"Thus have I taught you this most secret doctrine. Blameless Arjuna, once one has become awakened to this doctrine, then one will have become awakened! And all that one has needed to do will have been done!"
16,1,"The Blessed One spoke: Fearlessness, purity of character; steadfastness in the yoga of knowledge; gift-giving, self-control, and sacrifice; study of the Vedas and austerity and honesty;"
16,2,nonviolence and truth and no anger; renunciation and peacefulness and no slander; compassion for all beings and no greed; gentleness and modesty and no fickleness;
16,3,"radiance, patience, resolve, purity; no deception and no exaggerated pride--Arjuna, these are the qualities of a man who has been born into a divine destiny"
16,4,"But, Arjuna, the qualities of a man born into a demonic destiny are: hypocrisy, arrogance, exaggerated pride, anger, harsh speech, and ignorance."
16,5,"Divine destiny leads to release. Demonic destiny leads to bondage. But do not worry, Arjuna. You are born into a divine destiny."
16,6,"There are two kinds of creation in this world: the divine and the demonic. I have spoken of the divine at length. Arjuna, hear now from me of the demonic."
16,7,"Demonic people do not distinguish between activity and the cessation of activity. You will not find purity, or the observance of custom, or truth in them."
16,8,"They say that the world has no reality, no religious basis, no god. They deny that the world arises through mutual causation. If not caused by this, then by what else? They say that the world is driven by desire"
16,9,"Stubbornly maintaining this view, these lost souls with so little insight rise up and seize power through terrible acts of violence, wretched people intent on destroying the world."
16,10,"They surrender themselves to insatiable desire. They are intoxicated by their own hypocrisy and pride. They are seized by delusion, and so they themselves seize upon false ideas. They engage in practices that pollute them."
16,11,"They devote themselves to anxiety beyond measure, which ends only when they die. They have convinced themselves that this is all that life amounts to, and so their greatest ambition is to satisfy their desires."
16,12,"Hope, with its hundred snares, binds them, and desire and anger preoccupy them. They strive for vast hoards of wealth by illegal means in order to fulfill their vain desires."
16,13,"""I have gotten this much today, and next I will get this wish fulfilled too. This wealth is mine, and that is too. And I'll have more in the future."
16,14,"I have killed this enemy today, and I will kill others as well. I am the lord here. I enjoy myself. I am successful, powerful, and happy!"
16,15,"I am rich and well-born. Who else can compare with me? I will perform the sacrifices. I will give to the poor. I will enjoy myself!"" This is how such ignorant fools talk!"
16,16,"Distracted by their many worries, they are caught in the web of delusion. Obsessed with satisfying their desires, they fall headlong into a polluted hell."
16,17,"Self-absorbed, stubborn, intoxicated with wealth and pride, they perform their sacrifices in name only, dishonestly, ignoring the traditional obligations."
16,18,"Egotism, violence, pride, desire, and anger--they resort to these, and in their envy they hate me, both in their own and in all other bodies."
16,19,"In the endless rounds of rebirth, I cast these vile, hateful, bloodthirsty, these lowest of men, over and over again into demonic wombs."
16,20,"And deluded they enter, in birth after birth, into a demonic womb. Arjuna, they do not ever reach me. In this way they take the lowest path."
16,21,"This is the destruction of the self. This is the threefold gate of hell. Desire, anger, and greed. One should abandon these three."
16,22,"But, Arjuna, a man who is released from these three gates of hell engages in what is good for the self. In this way he takes the highest path."
16,23,"If a man neglects the injunctions of tradition, and behaves according to the demands of his own desires, he will not gain success or happiness or the highest path."
16,24,"Therefore, let traditional law be your authority in deciding what is right to do and what is not. Know what is taught in the law books. You should perform here the actions that you are obliged to perform."
17,1,"Arjuna spoke: There are those who neglect the injunctions of tradition, yet they faithfully perform sacrifices nevertheless. Krsna, what is their condition? Is it clarity, or passion, or dark inertia?"
17,2,"The Blessed One spoke: Among embodied souls there are three kinds of faith. This arises from each one's own nature. Thus there is the quality of clarity, and of passion, and of inertia. Listen now to what I say about faith."
17,3,"Each man's faith conforms to his true nature. Arjuna, a man is made up of his faith. What he puts his faith in is what he himself is."
17,4,"Men of clarity offer sacrifices to the gods. Men of passion sacrifice to spirits and demons. And those others, men of darkness, sacrifice to the dead and to ghosts."
17,5,Some men practice horrible austerities that are not ordained by tradition. They are motivated by hypocrisy and egotism. They are driven by the force of desire and passion.
17,6,"They recklessly starve the cluster of elements that reside in the body. And they starve me as well, the one who dwells within the body. Know that their resolve is demonic"
17,7,Also the kinds of food that men enjoy are of three kinds. Likewise also are their sacrifices and their austerities and their gifts. Hear how these are to be classified.
17,8,"Foods that men of clarity prefer increase one's life span, strength, courage, good health, contentment, and pleasure. Such foods are tasty, mild, firm, and easy to digest."
17,9,"A man of passion desires foods that are pungent, sour, salty, very hot, sharp, dry, or burning. Such foods cause discomfort and pain and indigestion."
17,10,"The food that is preferred by men of dark inertia is spoiled, tasteless, putrid, or stale--such as leftovers or food that is unfit for sacrifice."
17,11,"A sacrifice is sattvika and is characterized by clarity, when it is offered with attention to the traditional injunctions, and by men who have no desire for rewards. They concentrate their minds, thinking only ""This sacrifice must be performed."""
17,12,"Arjuna, know that a sacrifice is rajasa and is characterized by passion, when it is performed in order to gain some reward, or when it is offered insincerely."
17,13,"A sacrifice is said to be tamasa and characterized by dark inertia, when it is performed without faith, with no regard for the traditional injunctions, when the food offerings are neglected, mantras are not recited, and sacrificial fees are not paid."
17,14,"To honor the gods, and the twice-born Brahmins, and gurus and the wise, and to be pure and honest and chaste and non-violent--this is called the austerity of the body."
17,15,"Words that do not agitate, words that are true and pleasing and kind--as well as the daily practice of Vedic recitations--these are called the austerity of speech"
17,16,"Serenity of mind, gentleness, meditative silence, self-control, the purification of one's emotions--these are called the austerity of the mind."
17,17,This threefold austerity is considered to be sattvika. It is performed with the highest faith by men who have no desire for reward for their actions.
17,18,"But austerity that is performed with desire for the respect, honor, reverence that austerity wins, such austerity is performed insincerely. It is called rajasa. It is austerity dominated by passion. It is wavering and unstable"
17,19,"When austerity is performed because of deluded ideas, or as a form of self-mortification, or as a means of destroying someone else--it is considered to be tamasa and ruled by dark inertia."
17,20,"As for gift-giving, when it is given with the thought that it ought to be given, when given to one who is unable to reciprocate, when given at the proper place and time, and to a worthy person, tradition calls it giving from the state of clarity. It is sattvika."
17,21,"But when a gift is given in order to get a gift in return, or with consideration of reward, or if it is given reluctantly, tradition calls it giving from the state of passion. It is rajasa."
17,22,"When a gift is given at an inappropriate place and time, and to people who are not worthy, when it is given with disrespect and contempt--then it is known as giving from the state of darkness. It is tamasa"
17,23,"OM TAT SAT!  This is preserved by tradition as the threefold explanation of Brahman. By means of it, in the ancient days, the Brahmin priests, the Vedas, and the sacrifices were established."
17,24,"Therefore, those who teach the doctrine of Brahman always recite OM before performing sacrifices, giving gifts, and practicing austerities--as required by tradition"
17,25,"Those who seek liberation recite TAT [""that""] when they perform the various acts of sacrifice, and austerity, and gift-giving--doing so without any concern for rewards."
17,26,"The word SAT is used in the sense ""true"" and also in the sense ""good."" Arjuna, it is also used to refer to actions that are praiseworthy"
17,27,"With regard to sacrifice and austerity and gift-giving, steadfastness in these activities is said to be SAT--good and true. And all action that is performed for such purposes is called SAT."
17,28,"But whatever is offered or given without faith, or whatever austerity is performed without faith--it is called ASAT [""false, unworthy""], Arjuna, because both in this world and in the next it amounts to nothing."
18,1,"Arjuna spoke: Krsna, I want to know the truth about renunciation, and about abandonment also, and what the difference between them is. "
18,2,"The Blessed One spoke: The ancient poets understand that renunciation is the giving up of acts of desire, whereas the learned say that abandonment is the giving up of the fruit of all actions"
18,3,Some men of insight say that action should be abandoned because it is harmful. But others say that acts of sacrifice and gift-giving and austerity should not be abandoned.
18,4,"Hear my judgment on the matter of abandonment, Arjuna, O tiger among men. Abandonment is known by tradition to be threefold."
18,5,"Works of sacrifice, of gift-giving, of austerity, should not be abandoned. In fact, they should be performed. Sacrifice, gift-giving, austerity--these things purify men of insight."
18,6,"But while such actions should be performed, one should abandon attachment to them as well as their fruit. Arjuna, this is my final judgment on this!"
18,7,To abandon an action that is obligatory is not acceptable. To abandon such action out of confusion is recognized by tradition as an act of darkness
18,8,"Anyone who would abandon an action thinking that it causes pain to others, or out of fear of harm to his own body, does so from a passionate, a rajasa, point of view. He will not gain any reward from the abandonment of such things."
18,9,"When an action that is required by custom is performed only because it should be performed, Arjuna, while one abandons attachment to it as well as its fruit, that kind of abandonment is thought to be sattvika, rooted in clarity."
18,10,"One who abandons in this way does not dislike unpleasant actions, nor is he attached to pleasant action. He is filled with clarity, and he is wise, and he has severed himself from doubt."
18,11,"In fact, it is impossible for one who is still in a body to give up action completely. But one who abandons in this way is able to give up the fruits of his actions."
18,12,"At the moment of death, those who have not abandoned the fruits of their action must confront them. These are of three kinds: the desirable, the undesirable, and the mixed. But this is not the case for true sa nyasins."
18,13,"Arjuna, know that in the teachings of the Sankhya school there are said to be five causes that lead to success in all actions"
18,14,the material basis or the body; the agent; the instruments of various kinds; the different kinds of exertion; divine fate is the fifth.
18,15,"Whatever action a man undertakes, with the body or speech or the mind, whether lawful or not, these five are the causes."
18,16,"Since this is the case, anyone who regards himself alone as the agent has only partial insight. Confused in his thinking, he does not see at all."
18,17,"A man who has no sense of egotism, and whose awareness is not clouded by attachment, does not really kill, nor is he bound--even if he must kill all of these people!"
18,18,"The impulse to action is threefold: it involves knowledge, the object of knowledge, and the knower. And action itself is threefold: it involves an instrument, the act itself, and an agent."
18,19,"The Sankhya doctrine of the three conditions of nature teaches that knowledge, action, and agent are also each threefold, depending on the three conditions. Concerning these, listen further:"
18,20,"that knowledge which is rooted in the condition of clarity sees the one unchanging reality that resides in all beings, divided among them and yet not divided. It is important to understand this!"
18,21,"Knowledge that is rooted in the condition of passion sees many conditions among all beings, constantly changing, one thing after another."
18,22,"If one's mind is focused completely on only one insignificant task, without considering causes, and without having genuine purpose in it, such knowledge is understood to be conditioned by inertia."
18,23,"An action that is required by tradition and performed by a man who has no interest in its result, without passion or hatred and without attachment--such an action is said to be rooted in clarity."
18,24,"When an action is performed by a man who is driven by desire, or by one who is driven by egotism, involving too much effort--it is held to be rooted in passion."
18,25,"When an action is initiated out of delusion, without regard for its consequences, or for the destruction and violence involved, or merely for one's manly virtue--that action is rooted in dark inertia."
18,26,"The agent who is devoted to liberation, who prefers not to talk about himself, who is determined and vigorous, and unchanged by success or failure--he is rooted in clarity"
18,27,"An intensely passionate man who is eager for the fruits of his actions, who is greedy and violent and impure, who is consumed by his joys and his griefs--he is an agent rooted in passion."
18,28,"On the other hand, an agent is said to be rooted in dark inertia when he is undisciplined, uncivilized, and vulgar, arrogant, dishonest, lazy, depressed, procrastinating."
18,29,"Arjuna, listen: the classification of intelligence and of resolve according to the conditions of nature is also threefold. I will explain each of them to you fully and in detail."
18,30,"That intelligence which knows what activity is and what its cessation is, what is obligatory and what is not, what is fear and what is fearlessness, as well as what is bondage and what is liberation--Arjuna, that insight is rooted in clarity."
18,31,"That intelligence which incorrectly perceives what is lawful duty and what is not, what is obligatory and what is not--Arjuna, that insight is rooted in passion."
18,32,"And that intelligence which supposes--immersed as it is in darkness--that lawlessness is lawful duty, dharma, and which imagines everything to be exactly what it is not--such intelligence is buried in darkness"
18,33,"That resolve by means of which one controls the activities of the mind and the breath and the senses as well, that resolve which is practiced with unwavering yoga--that resolve, Arjuna, is based on clarity."
18,34,"But when one tries to attend to one's duties, desires, and ambitions with a resolve that is too attached to them, and when one worries too much about the results--Arjuna, that resolve is based on passion."
18,35,"And that resolve by means of which the complete fool clings fast to sleep and fear and pain and depression and drunkenness--Arjuna, we call that the resolve of darkness"
18,36,"But now listen to me, Arjuna. That happiness is also threefold wherein one comes to rest through long practice and comes also to the end of suffering."
18,37,That which at first seems like poison but which in the end is like nectar--such happiness is rooted in clarity and arises from the peace that comes from insight into the self.
18,38,"And that which arises from contact between the senses and sense objects and which at first seems like nectar but in the end is like poison--according to tradition, that sort of happiness is rooted in passion."
18,39,"And that happiness which in its beginning and in its conclusion is mere self-delusion arising from sleep, or sluggishness, or negligence--that is held to be rooted in dark inertia"
18,40,There is no one on earth or among the gods in heaven who could be free from the three conditions of nature.
18,41,"Arjuna, Brahmins, and warriors, and villagers, and slaves--they all have obligatory caste duties that are distinguished by the qualities that arise from their innate nature."
18,42,"Serenity, self-control, austerity, purity, patience, honesty, as well as knowledge and discrimination, and religious faith--these are the caste duties of a Brahmin, which arise from a Brahmin's nature"
18,43,"Heroism, energy, resolve, skill, and also the refusal to retreat in battle, generosity, and ruling with authority--these are the caste duties of a warrior, which arise from a warrior's nature."
18,44,"Farming, cattle-herding, and trade are the caste duties of a villager, which arise from his nature. And service is the caste duty of a slave, which arises from the nature of a slave."
18,45,A man achieves success when he is content in doing the work that is his own. Hear how one who is content in doing his own caste duty achieves success!
18,46,"That man finds success in his caste duty when he worships the one who pervades this entire world, the one from whom everything here unfolds."
18,47,"It is better to perform one's own caste duty poorly than to perform another's well. By performing action that conforms to one's own nature, one does not accumulate guilt."
18,48,"Arjuna, one should not give up the work that one is born to do, even if it is harmful. For harm accompanies all of our involvements, just as smoke accompanies fire."
18,49,One achieves that highest form of perfection beyond action through renunciation.4 Then one's consciousness remains unattached at all times. One's longings are gone. One has conquered oneself.
18,50,"I will show you how the man who has attained this perfection also attains to Brahman. Briefly, this is the highest culmination of knowledge."
18,51,"Disciplined by a purified awareness, he restrains himself with firm resolve. He abandons sense objects, sounds, and all the rest. He casts off both passion and hatred."
18,53,"He cultivates solitude, and he eats lightly. He is restrained in speech, in body, and in mind. He devotes himself constantly to yoga and meditation. He rests upon dispassion"
18,53,"He has freed himself from egotism, force, pride, desire, and anger, and also from possessiveness. Selfless and serene, he has prepared himself to become Brahman"
18,54,"And having become Brahman and at peace within himself, he does not grieve, he does not desire. The same toward all beings, he attains supreme devotion to me."
18,55,"Through devotion he comes to recognize me, how vast I am and who I truly am. Then, since he knows me as I truly am, he immediately enters into me."
18,56,"Nevertheless, even as he resorts to me, he continues to perform all the actions that he is obliged to do. By my grace5 he reaches this eternal imperishable place."
18,57,"In your mind keep me as your focus, and surrender all of your actions to me. Rely on the yoga of insight. Keep your thoughts always fixed on me"
18,58,"With your thoughts on me, you will be able, by my grace, to overcome all difficulty. But if, in your egotism, you will not listen, then you will perish."
18,59,"If egotism leads you to think ""I will not fight,"" your resolve will be useless. Nature itself, prak ti, will compel you in any case."
18,60,"Arjuna, you are bound by your own action, which arises from your very nature. You will do unwillingly the very thing that you wish not to do. This is delusion!"
18,61,"The lord is present in all beings. Arjuna, he dwells in the territory of the heart. With his magical power, his maya, he makes all things revolve like the paddles of a watermill."
18,62,"Go to him as your refuge, Arjuna, with your whole being! By his grace you will reach that eternal place, that supreme peace!"
